# Copyright (c) 2023, Arm Limited.
# SPDX-License-Identifier: Apache-2.0
# Auto-generated from actuation_format_bag
1672931038974405393,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931038999449842,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039024635498,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039049593720,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039074607293,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039099575953,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039124592485,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039149459892,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039174559952,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039199617044,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039224612266,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039249532137,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039274525964,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039299499942,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039324595627,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039349543987,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039374522880,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039399551574,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039424625719,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039449533084,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039474538368,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039499536346,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039524678771,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039549600480,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039574590631,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039599518539,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039624644740,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039649556371,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039674644889,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039699516168,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039724724912,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039749529267,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039774505037,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039799498496,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
1672931039824719346,0x1.d79042p+11,0x1.1fe39p+16,0x1.396a8443e6376p+4,0x0p+0,0x0p+0,0x1.ffcfde30754aap-3,0x1.efc1064ba9733p-1,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0,0x0p+0
